security,ts_code,symbol,name,cnspell,market,list_date
600017.XSHG,600017.SH,600017,日照港,RZG,主板,20061017
600018.XSHG,600018.SH,600018,上港集团,SGJT,主板,20000719
600019.XSHG,600019.SH,600019,宝钢股份,BGGF,主板,20001212
600020.XSHG,600020.SH,600020,中原高速,ZYGS,主板,20030808
600021.XSHG,600021.SH,600021,上海电力,SHDL,主板,20031029
600022.XSHG,600022.SH,600022,山东钢铁,SDGT,主板,20040629
600023.XSHG,600023.SH,600023,浙能电力,ZNDL,主板,20131219
600025.XSHG,600025.SH,600025,华能水电,HNSD,主板,20171215
600026.XSHG,600026.SH,600026,中远海能,ZYHN,主板,20020523
600027.XSHG,600027.SH,600027,华电国际,HDGJ,主板,20050203
600028.XSHG,600028.SH,600028,中国石化,ZGSH,主板,20010808
600029.XSHG,600029.SH,600029,南方航空,NFHK,主板,20030725
600030.XSHG,600030.SH,600030,中信证券,ZXZQ,主板,20030106
600031.XSHG,600031.SH,600031,三一重工,SYZG,主板,20030703
600032.XSHG,600032.SH,600032,浙江新能,ZJXN,主板,20210525
600033.XSHG,600033.SH,600033,福建高速,FJGS,主板,20010209
600035.XSHG,600035.SH,600035,楚天高速,CTGS,主板,20040310
600036.XSHG,600036.SH,600036,招商银行,ZSYH,主板,20020409
600037.XSHG,600037.SH,600037,歌华有线,GHYX,主板,20010208
600038.XSHG,600038.SH,600038,中直股份,ZZGF,主板,20001218
600039.XSHG,600039.SH,600039,四川路桥,SCLQ,主板,20030325
600048.XSHG,600048.SH,600048,保利发展,BLFZ,主板,20060731
600050.XSHG,600050.SH,600050,中国联通,ZGLT,主板,20021009
600051.XSHG,600051.SH,600051,宁波联合,NBLH,主板,19970410
600052.XSHG,600052.SH,600052,东望时代,DWSD,主板,19970415
600053.XSHG,600053.SH,600053,*ST九鼎,STJD,主板,19970418
600054.XSHG,600054.SH,600054,黄山旅游,HSLY,主板,19970506
600055.XSHG,600055.SH,600055,万东医疗,WDYL,主板,19970519
600056.XSHG,600056.SH,600056,中国医药,ZGYY,主板,19970515
600057.XSHG,600057.SH,600057,厦门象屿,XMXY,主板,19970604
600058.XSHG,600058.SH,600058,五矿发展,WKFZ,主板,19970528
600059.XSHG,600059.SH,600059,古越龙山,GYLS,主板,19970516
600060.XSHG,600060.SH,600060,海信视像,HXSX,主板,19970422
600061.XSHG,600061.SH,600061,国投资本,GTZB,主板,19970519
600062.XSHG,600062.SH,600062,华润双鹤,HRSH,主板,19970522
600063.XSHG,600063.SH,600063,皖维高新,WWGX,主板,19970528
600064.XSHG,600064.SH,600064,南京高科,NJGK,主板,19970506
600066.XSHG,600066.SH,600066,宇通客车,YTKC,主板,19970508
600067.XSHG,600067.SH,600067,冠城新材,GCXC,主板,19970508
600071.XSHG,600071.SH,600071,凤凰光学,FHGX,主板,19970528
600072.XSHG,600072.SH,600072,中船科技,ZCKJ,主板,19970603
600073.XSHG,600073.SH,600073,光明肉业,GMRY,主板,19970704
600075.XSHG,600075.SH,600075,新疆天业,XJTY,主板,19970617
600076.XSHG,600076.SH,600076,康欣新材,KXXC,主板,19970526
600078.XSHG,600078.SH,600078,澄星股份,CXGF,主板,19970627
600079.XSHG,600079.SH,600079,ST人福,STRF,主板,19970606
600080.XSHG,600080.SH,600080,ST金花,STJH,主板,19970612
600081.XSHG,600081.SH,600081,东风科技,DFKJ,主板,19970703
600082.XSHG,600082.SH,600082,ST海泰,STHT,主板,19970620
600084.XSHG,600084.SH,600084,*ST尼雅,STNY,主板,19970711
600085.XSHG,600085.SH,600085,同仁堂,TRT,主板,19970625
600088.XSHG,600088.SH,600088,中视传媒,ZSCM,主板,19970616
600089.XSHG,600089.SH,600089,特变电工,TBDG,主板,19970618
600094.XSHG,600094.SH,600094,大名城,DMC,主板,19970703
600095.XSHG,600095.SH,600095,湘财股份,XCGF,主板,19970708
600096.XSHG,600096.SH,600096,云天化,YTH,主板,19970709
600097.XSHG,600097.SH,600097,XD开创国,XDKCG,主板,19970619
600098.XSHG,600098.SH,600098,广州发展,GZFZ,主板,19970718
600099.XSHG,600099.SH,600099,林海股份,LHGF,主板,19970704
600100.XSHG,600100.SH,600100,同方股份,TFGF,主板,19970627
600101.XSHG,600101.SH,600101,明星电力,MXDL,主板,19970627
600103.XSHG,600103.SH,600103,青山纸业,QSZY,主板,19970703
600104.XSHG,600104.SH,600104,上汽集团,SQJT,主板,19971125
600105.XSHG,600105.SH,600105,永鼎股份,YDGF,主板,19970929
600106.XSHG,600106.SH,600106,重庆路桥,CQLQ,主板,19970618
600107.XSHG,600107.SH,600107,*ST尔雅,STEY,主板,19971106
600108.XSHG,600108.SH,600108,亚盛集团,YSJT,主板,19970818
600109.XSHG,600109.SH,600109,国金证券,GJZQ,主板,19970807
600110.XSHG,600110.SH,600110,诺德股份,NDGF,主板,19971007
600111.XSHG,600111.SH,600111,北方稀土,BFXT,主板,19970924
600113.XSHG,600113.SH,600113,浙江东日,ZJDR,主板,19971021
600114.XSHG,600114.SH,600114,东睦股份,DMGF,主板,20040511
600115.XSHG,600115.SH,600115,中国东航,ZGDH,主板,19971105
600116.XSHG,600116.SH,600116,三峡水利,SXSL,主板,19970804
600117.XSHG,600117.SH,600117,西宁特钢,XNTG,主板,19971015
600118.XSHG,600118.SH,600118,中国卫星,ZGWX,主板,19970908
600119.XSHG,600119.SH,600119,*ST长投,STZT,主板,19980115
600120.XSHG,600120.SH,600120,浙江东方,ZJDF,主板,19971201
600121.XSHG,600121.SH,600121,郑州煤电,ZZMD,主板,19980107
600123.XSHG,600123.SH,600123,兰花科创,LHKC,主板,19981217
600125.XSHG,600125.SH,600125,铁龙物流,TLWL,主板,19980511
600126.XSHG,600126.SH,600126,杭钢股份,HGGF,主板,19980311
600127.XSHG,600127.SH,600127,金健米业,JJMY,主板,19980506
600128.XSHG,600128.SH,600128,苏豪弘业,SHHY,主板,19970901
600129.XSHG,600129.SH,600129,太极集团,TJJT,主板,19971118
600130.XSHG,600130.SH,600130,波导股份,BDGF,主板,20000706
600131.XSHG,600131.SH,600131,国网信通,GWXT,主板,19980402
600132.XSHG,600132.SH,600132,重庆啤酒,CQPJ,主板,19971030
600133.XSHG,600133.SH,600133,东湖高新,DHGX,主板,19980212
600135.XSHG,600135.SH,600135,乐凯胶片,LKJP,主板,19980122
600136.XSHG,600136.SH,600136,ST明诚,STMC,主板,19980303
600137.XSHG,600137.SH,600137,浪莎股份,LSGF,主板,19980416
600138.XSHG,600138.SH,600138,中青旅,ZQL,主板,19971203
600141.XSHG,600141.SH,600141,兴发集团,XFJT,主板,19990616
600143.XSHG,600143.SH,600143,金发科技,JFKJ,主板,20040623
600148.XSHG,600148.SH,600148,长春一东,CCYD,主板,19980520
600149.XSHG,600149.SH,600149,廊坊发展,LFFZ,主板,19991014
600150.XSHG,600150.SH,600150,中国船舶,ZGCB,主板,19980520
600151.XSHG,600151.SH,600151,航天机电,HTJD,主板,19980605
600152.XSHG,600152.SH,600152,维科技术,WKJS,主板,19980609
600153.XSHG,600153.SH,600153,建发股份,JFGF,主板,19980616
600155.XSHG,600155.SH,600155,华创云信,HCYX,主板,19980918
600156.XSHG,600156.SH,600156,华升股份,HSGF,主板,19980527
600157.XSHG,600157.SH,600157,永泰能源,YTNY,主板,19980513
600158.XSHG,600158.SH,600158,中体产业,ZTCY,主板,19980327
600159.XSHG,600159.SH,600159,大龙地产,DLDC,主板,19980526
600160.XSHG,600160.SH,600160,巨化股份,JHGF,主板,19980626
600161.XSHG,600161.SH,600161,天坛生物,TTSW,主板,19980616
600162.XSHG,600162.SH,600162,香江控股,XJKG,主板,19980609
600163.XSHG,600163.SH,600163,中闽能源,ZMNY,主板,19980602
600165.XSHG,600165.SH,600165,ST宁科,STNK,主板,19980529
600166.XSHG,600166.SH,600166,福田汽车,FTQC,主板,19980602
600167.XSHG,600167.SH,600167,联美控股,LMKG,主板,19990128
600168.XSHG,600168.SH,600168,武汉控股,WHKG,主板,19980427
600169.XSHG,600169.SH,600169,ST太重,STTZ,主板,19980904
600170.XSHG,600170.SH,600170,上海建工,SHJG,主板,19980623
600171.XSHG,600171.SH,600171,上海贝岭,SHBL,主板,19980924
600172.XSHG,600172.SH,600172,黄河旋风,HHXF,主板,19981126
600173.XSHG,600173.SH,600173,卧龙新能,WLXN,主板,19990415
600176.XSHG,600176.SH,600176,中国巨石,ZGJS,主板,19990422
600177.XSHG,600177.SH,600177,雅戈尔,YGE,主板,19981119
600178.XSHG,600178.SH,600178,东安动力,DADL,主板,19981014
600179.XSHG,600179.SH,600179,安通控股,ATKG,主板,19981104
600180.XSHG,600180.SH,600180,*ST瑞茂,STRM,主板,19980703
600182.XSHG,600182.SH,600182,S佳通,SJT,主板,19990507
600183.XSHG,600183.SH,600183,生益科技,SYKJ,主板,19981028
600184.XSHG,600184.SH,600184,光电股份,GDGF,主板,20031106
600185.XSHG,600185.SH,600185,珠免集团,ZMJT,主板,19990611
600186.XSHG,600186.SH,600186,莲花控股,LHKG,主板,19980825
600187.XSHG,600187.SH,600187,*ST国中,STGZ,主板,19981111
600188.XSHG,600188.SH,600188,兖矿能源,YKNY,主板,19980701
600189.XSHG,600189.SH,600189,泉阳泉,QYQ,主板,19981007
600191.XSHG,600191.SH,600191,华资实业,HZSY,主板,19981210
600192.XSHG,600192.SH,600192,长城电工,CCDG,主板,19981224
600193.XSHG,600193.SH,600193,*ST创兴,STCX,主板,19990527
600195.XSHG,600195.SH,600195,中牧股份,ZMGF,主板,19990107
600196.XSHG,600196.SH,600196,复星医药,FXYY,主板,19980807
600197.XSHG,600197.SH,600197,伊力特,YLT,主板,19990916
600198.XSHG,600198.SH,600198,大唐电信,DTDX,主板,19981021
600199.XSHG,600199.SH,600199,金种子酒,JZZJ,主板,19980812
600201.XSHG,600201.SH,600201,生物股份,SWGF,主板,19990115
600202.XSHG,600202.SH,600202,哈空调,HKT,主板,19990603
600203.XSHG,600203.SH,600203,福日电子,FRDZ,主板,19990514
600206.XSHG,600206.SH,600206,有研新材,YYXC,主板,19990319
600207.XSHG,600207.SH,600207,安彩高科,ACGK,主板,19990714
600208.XSHG,600208.SH,600208,衢州发展,QZFZ,主板,19990623
600210.XSHG,600210.SH,600210,紫江企业,ZJQY,主板,19990824
600211.XSHG,600211.SH,600211,西藏药业,XZYY,主板,19990721
600212.XSHG,600212.SH,600212,绿能慧充,LNHC,主板,19990817
600215.XSHG,600215.SH,600215,派斯林,PSL,主板,19990909
600216.XSHG,600216.SH,600216,浙江医药,ZJYY,主板,19991021
600217.XSHG,600217.SH,600217,中再资环,ZZZH,主板,19991216
600218.XSHG,600218.SH,600218,全柴动力,QCDL,主板,19981203
600219.XSHG,600219.SH,600219,南山铝业,NSLY,主板,19991223
600221.XSHG,600221.SH,600221,海航控股,HHKG,主板,19991125
600222.XSHG,600222.SH,600222,太龙药业,TLYY,主板,19991105
600223.XSHG,600223.SH,600223,福瑞达,FRD,主板,20000113
600226.XSHG,600226.SH,600226,亨通股份,HTGF,主板,19991116
600227.XSHG,600227.SH,600227,赤天化,CTH,主板,20000221
600228.XSHG,600228.SH,600228,*ST返利,STFL,主板,19990119
600229.XSHG,600229.SH,600229,城市传媒,CSCM,主板,20000309
600230.XSHG,600230.SH,600230,沧州大化,CZDH,主板,20000406
600231.XSHG,600231.SH,600231,凌钢股份,LGGF,主板,20000511
600232.XSHG,600232.SH,600232,金鹰股份,JYGF,主板,20000602
600233.XSHG,600233.SH,600233,圆通速递,YTSD,主板,20000608
600234.XSHG,600234.SH,600234,科新发展,KXFZ,主板,20000615
600235.XSHG,600235.SH,600235,民丰特纸,MFTZ,主板,20000615
600236.XSHG,600236.SH,600236,桂冠电力,GGDL,主板,20000323
600237.XSHG,600237.SH,600237,铜峰电子,TFDZ,主板,20000609
600238.XSHG,600238.SH,600238,*ST椰岛,STYD,主板,20000120
600239.XSHG,600239.SH,600239,ST云城,STYC,主板,19991202
600241.XSHG,600241.SH,600241,时代万恒,SDWH,主板,20001128
600243.XSHG,600243.SH,600243,*ST海华,STHH,主板,20001120
600246.XSHG,600246.SH,600246,万通发展,WTFZ,主板,20000922
600248.XSHG,600248.SH,600248,陕建股份,SJGF,主板,20000622
600249.XSHG,600249.SH,600249,两面针,LMZ,主板,20040130
600250.XSHG,600250.SH,600250,南京商旅,NJSL,主板,20010306
600251.XSHG,600251.SH,600251,冠农股份,GNGF,主板,20030609
600252.XSHG,600252.SH,600252,中恒集团,ZHJT,主板,20001130
600255.XSHG,600255.SH,600255,鑫科材料,XKCL,主板,20001122
600256.XSHG,600256.SH,600256,广汇能源,GHNY,主板,20000526
600257.XSHG,600257.SH,600257,大湖股份,DHGF,主板,20000612
600258.XSHG,600258.SH,600258,首旅酒店,SLJD,主板,20000601
600259.XSHG,600259.SH,600259,中稀有色,ZXYS,主板,20000525
600261.XSHG,600261.SH,600261,阳光照明,YGZM,主板,20000720
600262.XSHG,600262.SH,600262,北方股份,BFGF,主板,20000630
600265.XSHG,600265.SH,600265,*ST景谷,STJG,主板,20000825
600266.XSHG,600266.SH,600266,城建发展,CJFZ,主板,19990203
600267.XSHG,600267.SH,600267,海正药业,HZYY,主板,20000725
600268.XSHG,600268.SH,600268,国电南自,GDNZ,主板,19991118
600269.XSHG,600269.SH,600269,赣粤高速,GYGS,主板,20000518
600271.XSHG,600271.SH,600271,航天信息,HTXX,主板,20030711
600272.XSHG,600272.SH,600272,开开实业,KKSY,主板,20010228
600273.XSHG,600273.SH,600273,嘉化能源,JHNY,主板,20030627
600276.XSHG,600276.SH,600276,恒瑞医药,HRYY,主板,20001018
600278.XSHG,600278.SH,600278,东方创业,DFCY,主板,20000712
600279.XSHG,600279.SH,600279,重庆港,CQG,主板,20000731
600280.XSHG,600280.SH,600280,中央商场,ZYSC,主板,20000926
600281.XSHG,600281.SH,600281,华阳新材,HYXC,主板,20001109
600282.XSHG,600282.SH,600282,南钢股份,NGGF,主板,20000919
600283.XSHG,600283.SH,600283,钱江水利,QJSL,主板,20001018
600284.XSHG,600284.SH,600284,浦东建设,PDJS,主板,20040316
600285.XSHG,600285.SH,600285,羚锐制药,LRZY,主板,20001018
600287.XSHG,600287.SH,600287,苏豪时尚,SHSS,主板,20000901
600288.XSHG,600288.SH,600288,大恒科技,DHKJ,主板,20001129
600289.XSHG,600289.SH,600289,ST信通,STXT,主板,20000720
600292.XSHG,600292.SH,600292,电投水电,DTSD,主板,20001101
600293.XSHG,600293.SH,600293,三峡新材,SXXC,主板,20000919
600295.XSHG,600295.SH,600295,鄂尔多斯,EEDS,主板,20010426
600298.XSHG,600298.SH,600298,安琪酵母,AQJM,主板,20000818
600299.XSHG,600299.SH,600299,安迪苏,ADS,主板,20000420
600300.XSHG,600300.SH,600300,XD维维股,XDWWG,主板,20000630
600301.XSHG,600301.SH,600301,华锡有色,HXYS,主板,20000712
600302.XSHG,600302.SH,600302,ST标准,STBZ,主板,20001213
600303.XSHG,600303.SH,600303,曙光股份,SGGF,主板,20001226
600305.XSHG,600305.SH,600305,恒顺醋业,HSCY,主板,20010206
600307.XSHG,600307.SH,600307,酒钢宏兴,JGHX,主板,20001220
600308.XSHG,600308.SH,600308,华泰股份,HTGF,主板,20000928
600309.XSHG,600309.SH,600309,万华化学,WHHX,主板,20010105
600310.XSHG,600310.SH,600310,广西能源,GXNY,主板,20010228
600312.XSHG,600312.SH,600312,平高电气,PGDQ,主板,20010221
600313.XSHG,600313.SH,600313,农发种业,NFZY,主板,20010119
600315.XSHG,600315.SH,600315,上海家化,SHJH,主板,20010315
600316.XSHG,600316.SH,600316,洪都航空,HDHK,主板,20001215
600318.XSHG,600318.SH,600318,新力金融,XLJR,主板,20001208
600319.XSHG,600319.SH,600319,亚星化学,YXHX,主板,20010326
600320.XSHG,600320.SH,600320,振华重工,ZHZG,主板,20001221
600322.XSHG,600322.SH,600322,津投城开,JTCK,主板,20010910
600323.XSHG,600323.SH,600323,瀚蓝环境,HLHJ,主板,20001225
600325.XSHG,600325.SH,600325,华发股份,HFGF,主板,20040225
600326.XSHG,600326.SH,600326,西藏天路,XZTL,主板,20010116
600327.XSHG,600327.SH,600327,大东方,DDF,主板,20020625
600328.XSHG,600328.SH,600328,中盐化工,ZYHG,主板,20001222
600329.XSHG,600329.SH,600329,达仁堂,DRT,主板,20010606
600330.XSHG,600330.SH,600330,天通股份,TTGF,主板,20010118
600331.XSHG,600331.SH,600331,宏达股份,HDGF,主板,20011220
600332.XSHG,600332.SH,600332,白云山,BYS,主板,20010206
600333.XSHG,600333.SH,600333,长春燃气,CCRQ,主板,20001211
600335.XSHG,600335.SH,600335,国机汽车,GJQC,主板,20010305
600336.XSHG,600336.SH,600336,澳柯玛,AKM,主板,20001229
600337.XSHG,600337.SH,600337,ST美克,STMK,主板,20001127
600338.XSHG,600338.SH,600338,西藏珠峰,XZZF,主板,20001227
600339.XSHG,600339.SH,600339,中油工程,ZYGC,主板,20001225
600340.XSHG,600340.SH,600340,*ST华幸,STHX,主板,20031230
600343.XSHG,600343.SH,600343,航天动力,HTDL,主板,20030408
600345.XSHG,600345.SH,600345,长江通信,CJTX,主板,20001222
600346.XSHG,600346.SH,600346,恒力石化,HLSH,主板,20010820
600348.XSHG,600348.SH,600348,华阳股份,HYGF,主板,20030821
600350.XSHG,600350.SH,600350,山东高速,SDGS,主板,20020318
600351.XSHG,600351.SH,600351,亚宝药业,YBYY,主板,20020926
600352.XSHG,600352.SH,600352,浙江龙盛,ZJLS,主板,20030801
600353.XSHG,600353.SH,600353,旭光电子,XGDZ,主板,20021120
600354.XSHG,600354.SH,600354,敦煌种业,DHZY,主板,20040115
600356.XSHG,600356.SH,600356,恒丰纸业,HFZY,主板,20010419
600358.XSHG,600358.SH,600358,国旅联合,GLLH,主板,20000922
600359.XSHG,600359.SH,600359,新农开发,XNKF,主板,19990429
600360.XSHG,600360.SH,600360,华微电子,HWDZ,主板,20010316
600361.XSHG,600361.SH,600361,创新新材,CXXC,主板,20011129
600362.XSHG,600362.SH,600362,江西铜业,JXTY,主板,20020111
600363.XSHG,600363.SH,600363,联创光电,LCGD,主板,20010329
600365.XSHG,600365.SH,600365,ST通葡,STTP,主板,20010115
600366.XSHG,600366.SH,600366,宁波韵升,NBYS,主板,20001030
600367.XSHG,600367.SH,600367,红星发展,HXFZ,主板,20010320
600368.XSHG,600368.SH,600368,五洲交通,WZJT,主板,20001221
600369.XSHG,600369.SH,600369,西南证券,XNZQ,主板,20010109
600370.XSHG,600370.SH,600370,*ST三房,STSF,主板,20030306
600371.XSHG,600371.SH,600371,万向德农,WXDN,主板,20020916
600372.XSHG,600372.SH,600372,中航机载,ZHJZ,主板,20010706
600373.XSHG,600373.SH,600373,中文传媒,ZWCM,主板,20020304
600375.XSHG,600375.SH,600375,汉马科技,HMKJ,主板,20030401
600376.XSHG,600376.SH,600376,首开股份,SKGF,主板,20010312
600377.XSHG,600377.SH,600377,宁沪高速,NHGS,主板,20010116
600378.XSHG,600378.SH,600378,昊华科技,HHKJ,主板,20010111
600379.XSHG,600379.SH,600379,宝光股份,BGGF,主板,20020116
600380.XSHG,600380.SH,600380,健康元,JKY,主板,20010608
600381.XSHG,600381.SH,600381,*ST春天,STCT,主板,20010508
600382.XSHG,600382.SH,600382,广东明珠,GDMZ,主板,20010118
600383.XSHG,600383.SH,600383,金地集团,JDJT,主板,20010412
600386.XSHG,600386.SH,600386,北巴传媒,BBCM,主板,20010216
600388.XSHG,600388.SH,600388,龙净环保,LJHB,主板,20001229
600389.XSHG,600389.SH,600389,江山股份,JSGF,主板,20010110
600390.XSHG,600390.SH,600390,五矿资本,WKZB,主板,20010115
600391.XSHG,600391.SH,600391,航发科技,HFKJ,主板,20011212
600392.XSHG,600392.SH,600392,盛和资源,SHZY,主板,20030529
600395.XSHG,600395.SH,600395,盘江股份,PJGF,主板,20010531
600396.XSHG,600396.SH,600396,华电辽能,HDLN,主板,20010328
600397.XSHG,600397.SH,600397,江钨装备,JWZB,主板,20020702
600398.XSHG,600398.SH,600398,海澜之家,HLZJ,主板,20001228
600399.XSHG,600399.SH,600399,抚顺特钢,FSTG,主板,20001229
600400.XSHG,600400.SH,600400,红豆股份,HDGF,主板,20010108
600403.XSHG,600403.SH,600403,大有能源,DYNY,主板,20031009
600405.XSHG,600405.SH,600405,动力源,DLY,主板,20040401
600406.XSHG,600406.SH,600406,国电南瑞,GDNR,主板,20031016
600408.XSHG,600408.SH,600408,安泰集团,ATJT,主板,20030212
600409.XSHG,600409.SH,600409,三友化工,SYHG,主板,20030618
600410.XSHG,600410.SH,600410,华胜天成,HSTC,主板,20040427
600415.XSHG,600415.SH,600415,小商品城,XSPC,主板,20020509
600416.XSHG,600416.SH,600416,湘电股份,XDGF,主板,20020718
600418.XSHG,600418.SH,600418,江淮汽车,JHQC,主板,20010824
600419.XSHG,600419.SH,600419,天润乳业,TRRY,主板,20010628
600420.XSHG,600420.SH,600420,国药现代,GYXD,主板,20040616
600421.XSHG,600421.SH,600421,*ST华嵘,STHR,主板,20040607
600422.XSHG,600422.SH,600422,昆药集团,KYJT,主板,20001206
600423.XSHG,600423.SH,600423,*ST柳化,STLH,主板,20030717
600425.XSHG,600425.SH,600425,青松建化,QSJH,主板,20030724
600426.XSHG,600426.SH,600426,华鲁恒升,HLHS,主板,20020620
600428.XSHG,600428.SH,600428,中远海特,ZYHT,主板,20020418
600429.XSHG,600429.SH,600429,三元股份,SYGF,主板,20030915
600433.XSHG,600433.SH,600433,冠豪高新,GHGX,主板,20030619
600435.XSHG,600435.SH,600435,北方导航,BFDH,主板,20030704
600436.XSHG,600436.SH,600436,片仔癀,PZH,主板,20030616
600438.XSHG,600438.SH,600438,通威股份,TWGF,主板,20040302
600439.XSHG,600439.SH,600439,瑞贝卡,RBK,主板,20030710
600444.XSHG,600444.SH,600444,国机通用,GJTY,主板,20040219
600446.XSHG,600446.SH,600446,金证股份,JZGF,主板,20031224
600448.XSHG,600448.SH,600448,华纺股份,HFGF,主板,20010903
600449.XSHG,600449.SH,600449,宁夏建材,NXJC,主板,20030829
600452.XSHG,600452.SH,600452,涪陵电力,FLDL,主板,20040303
600455.XSHG,600455.SH,600455,博通股份,BTGF,主板,20040329
600456.XSHG,600456.SH,600456,宝钛股份,BTGF,主板,20020412
600458.XSHG,600458.SH,600458,时代新材,SDXC,主板,20021219
600459.XSHG,600459.SH,600459,贵研铂业,GYBY,主板,20030516
600460.XSHG,600460.SH,600460,士兰微,SLW,主板,20030311
600461.XSHG,600461.SH,600461,洪城环境,HCHJ,主板,20040601
600463.XSHG,600463.SH,600463,空港股份,KGGF,主板,20040318
600467.XSHG,600467.SH,600467,好当家,HDJ,主板,20040405
600468.XSHG,600468.SH,600468,百利电气,BLDQ,主板,20010615
600469.XSHG,600469.SH,600469,风神股份,FSGF,主板,20031021
600470.XSHG,600470.SH,600470,六国化工,LGHG,主板,20040305
600475.XSHG,600475.SH,600475,华光环能,HGHN,主板,20030721
600476.XSHG,600476.SH,600476,*ST湘邮,STXY,主板,20031210
600477.XSHG,600477.SH,600477,杭萧钢构,HXGG,主板,20031110
600478.XSHG,600478.SH,600478,科力远,KLY,主板,20030918
600479.XSHG,600479.SH,600479,千金药业,QJYY,主板,20040312
600480.XSHG,600480.SH,600480,凌云股份,LYGF,主板,20030815
600481.XSHG,600481.SH,600481,双良节能,SLJN,主板,20030422
600482.XSHG,600482.SH,600482,中国动力,ZGDL,主板,20040714
600483.XSHG,600483.SH,600483,福能股份,FNGF,主板,20040531
600486.XSHG,600486.SH,600486,扬农化工,YNHG,主板,20020425
600487.XSHG,600487.SH,600487,亨通光电,HTGD,主板,20030822
600488.XSHG,600488.SH,600488,津药药业,JYYY,主板,20010618
600489.XSHG,600489.SH,600489,中金黄金,ZJHJ,主板,20030814
600490.XSHG,600490.SH,600490,鹏欣资源,PXZY,主板,20030626
600491.XSHG,600491.SH,600491,ST龙元,STLY,主板,20040524
600493.XSHG,600493.SH,600493,凤竹纺织,FZFZ,主板,20040421
600495.XSHG,600495.SH,600495,晋西车轴,JXCZ,主板,20040526
600496.XSHG,600496.SH,600496,精工钢构,JGGG,主板,20020605
600497.XSHG,600497.SH,600497,驰宏锌锗,CHXZ,主板,20040420
600498.XSHG,600498.SH,600498,烽火通信,FHTX,主板,20010823
600499.XSHG,600499.SH,600499,科达制造,KDZZ,主板,20021010
600500.XSHG,600500.SH,600500,中化国际,ZHGJ,主板,20000301
600501.XSHG,600501.SH,600501,航天晨光,HTCG,主板,20010615
600502.XSHG,600502.SH,600502,安徽建工,AHJG,主板,20030415
600503.XSHG,600503.SH,600503,华丽家族,HLJZ,主板,20020709
600505.XSHG,600505.SH,600505,西昌电力,XCDL,主板,20020530
600506.XSHG,600506.SH,600506,统一股份,TYGF,主板,20011226
600507.XSHG,600507.SH,600507,方大特钢,FDTG,主板,20030930
600508.XSHG,600508.SH,600508,上海能源,SHNY,主板,20010829
600509.XSHG,600509.SH,600509,天富能源,TFNY,主板,20020228
600510.XSHG,600510.SH,600510,黑牡丹,HMD,主板,20020618
600511.XSHG,600511.SH,600511,国药股份,GYGF,主板,20021127
600512.XSHG,600512.SH,600512,腾达建设,TDJS,主板,20021226
600513.XSHG,600513.SH,600513,联环药业,LHYY,主板,20030319
600515.XSHG,600515.SH,600515,海南机场,HNJC,主板,20020806
600516.XSHG,600516.SH,600516,方大炭素,FDTS,主板,20020830
600517.XSHG,600517.SH,600517,国网英大,GWYD,主板,20031010
600518.XSHG,600518.SH,600518,康美药业,KMYY,主板,20010319
600519.XSHG,600519.SH,600519,贵州茅台,GZMT,主板,20010827
600520.XSHG,600520.SH,600520,三佳科技,SJKJ,主板,20020108
600521.XSHG,600521.SH,600521,华海药业,HHYY,主板,20030304
600522.XSHG,600522.SH,600522,中天科技,ZTKJ,主板,20021024
600523.XSHG,600523.SH,600523,贵航股份,GHGF,主板,20011227
600525.XSHG,600525.SH,600525,ST长园,STZY,主板,20021202
600526.XSHG,600526.SH,600526,菲达环保,FDHB,主板,20020722
600527.XSHG,600527.SH,600527,江南高纤,JNGX,主板,20031127
600528.XSHG,600528.SH,600528,中铁工业,ZTGY,主板,20010528
600529.XSHG,600529.SH,600529,山东药玻,SDYB,主板,20020603
600530.XSHG,600530.SH,600530,交大昂立,JDAL,主板,20010702
600531.XSHG,600531.SH,600531,豫光金铅,YGJQ,主板,20020730
600533.XSHG,600533.SH,600533,栖霞建设,QXJS,主板,20020328
600535.XSHG,600535.SH,600535,天士力,TSL,主板,20020823
600536.XSHG,600536.SH,600536,中国软件,ZGRJ,主板,20020517
600537.XSHG,600537.SH,600537,*ST亿晶,STYJ,主板,20030123
600538.XSHG,600538.SH,600538,国发股份,GFGF,主板,20030114
600539.XSHG,600539.SH,600539,狮头股份,STGF,主板,20010824
600540.XSHG,600540.SH,600540,新赛股份,XSGF,主板,20040107
600543.XSHG,600543.SH,600543,*ST莫高,STMG,主板,20040324
600545.XSHG,600545.SH,600545,卓郎智能,ZLZN,主板,20031203
600546.XSHG,600546.SH,600546,山煤国际,SMGJ,主板,20030731
600547.XSHG,600547.SH,600547,山东黄金,SDHJ,主板,20030828
600548.XSHG,600548.SH,600548,深高速,SGS,主板,20011225
600549.XSHG,600549.SH,600549,厦门钨业,XMWY,主板,20021107
600550.XSHG,600550.SH,600550,保变电气,BBDQ,主板,20010228
600551.XSHG,600551.SH,600551,时代出版,SDCB,主板,20020905
600552.XSHG,600552.SH,600552,凯盛科技,KSKJ,主板,20021108
600556.XSHG,600556.SH,600556,天下秀,TXX,主板,20010807
600557.XSHG,600557.SH,600557,康缘药业,KYYY,主板,20020918
600558.XSHG,600558.SH,600558,大西洋,DXY,主板,20010227
600559.XSHG,600559.SH,600559,老白干酒,LBGJ,主板,20021029
