security,ts_code,symbol,name,cnspell,market,list_date
003029.XSHE,003029.SZ,003029,吉大正元,JDZY,主板,20201224
003030.XSHE,003030.SZ,003030,祖名股份,ZMGF,主板,20210106
003031.XSHE,003031.SZ,003031,中瓷电子,ZCDZ,主板,20210104
003032.XSHE,003032.SZ,003032,*ST传智,STCZ,主板,20210112
003033.XSHE,003033.SZ,003033,征和工业,ZHGY,主板,20210111
003035.XSHE,003035.SZ,003035,南网能源,NWNY,主板,20210119
003036.XSHE,003036.SZ,003036,泰坦股份,TTGF,主板,20210128
003037.XSHE,003037.SZ,003037,三和管桩,SHGZ,主板,20210204
003038.XSHE,003038.SZ,003038,鑫铂股份,XBGF,主板,20210210
003039.XSHE,003039.SZ,003039,顺控发展,SKFZ,主板,20210308
003040.XSHE,003040.SZ,003040,楚天龙,CTL,主板,20210322
003041.XSHE,003041.SZ,003041,真爱美家,ZAMJ,主板,20210406
003042.XSHE,003042.SZ,003042,中农联合,ZNLH,主板,20210406
003043.XSHE,003043.SZ,003043,华亚智能,HYZN,主板,20210406
003816.XSHE,003816.SZ,003816,中国广核,ZGGH,主板,20190826
300001.XSHE,300001.SZ,300001,特锐德,TRD,创业板,20091030
300002.XSHE,300002.SZ,300002,神州泰岳,SZTY,创业板,20091030
300003.XSHE,300003.SZ,300003,乐普医疗,LPYL,创业板,20091030
300004.XSHE,300004.SZ,300004,南风股份,NFGF,创业板,20091030
300005.XSHE,300005.SZ,300005,探路者,TLZ,创业板,20091030
300006.XSHE,300006.SZ,300006,莱美药业,LMYY,创业板,20091030
300007.XSHE,300007.SZ,300007,汉威科技,HWKJ,创业板,20091030
300008.XSHE,300008.SZ,300008,天海防务,THFW,创业板,20091030
300009.XSHE,300009.SZ,300009,安科生物,AKSW,创业板,20091030
300010.XSHE,300010.SZ,300010,ST豆神,STDS,创业板,20091030
300011.XSHE,300011.SZ,300011,鼎汉技术,DHJS,创业板,20091030
300012.XSHE,300012.SZ,300012,华测检测,HCJC,创业板,20091030
300013.XSHE,300013.SZ,300013,新宁物流,XNWL,创业板,20091030
300014.XSHE,300014.SZ,300014,亿纬锂能,YWLN,创业板,20091030
300015.XSHE,300015.SZ,300015,爱尔眼科,AEYK,创业板,20091030
300016.XSHE,300016.SZ,300016,北陆药业,BLYY,创业板,20091030
300017.XSHE,300017.SZ,300017,网宿科技,WSKJ,创业板,20091030
300018.XSHE,300018.SZ,300018,中元股份,ZYGF,创业板,20091030
300019.XSHE,300019.SZ,300019,硅宝科技,GBKJ,创业板,20091030
300020.XSHE,300020.SZ,300020,ST银江,STYJ,创业板,20091030
300021.XSHE,300021.SZ,300021,大禹节水,DYJS,创业板,20091030
300022.XSHE,300022.SZ,300022,吉峰科技,JFKJ,创业板,20091030
300024.XSHE,300024.SZ,300024,机器人,JQR,创业板,20091030
300025.XSHE,300025.SZ,300025,华星创业,HXCY,创业板,20091030
300026.XSHE,300026.SZ,300026,红日药业,HRYY,创业板,20091030
300027.XSHE,300027.SZ,300027,ST华谊,STHY,创业板,20091030
300029.XSHE,300029.SZ,300029,*ST天龙,STTL,创业板,20091225
300030.XSHE,300030.SZ,300030,阳普医疗,YPYL,创业板,20091225
300031.XSHE,300031.SZ,300031,宝通科技,BTKJ,创业板,20091225
300032.XSHE,300032.SZ,300032,金龙机电,JLJD,创业板,20091225
300033.XSHE,300033.SZ,300033,同花顺,THS,创业板,20091225
300034.XSHE,300034.SZ,300034,钢研高纳,GYGN,创业板,20091225
300035.XSHE,300035.SZ,300035,中科电气,ZKDQ,创业板,20091225
300036.XSHE,300036.SZ,300036,超图软件,CTRJ,创业板,20091225
300037.XSHE,300037.SZ,300037,新宙邦,XZB,创业板,20100108
300039.XSHE,300039.SZ,300039,上海凯宝,SHKB,创业板,20100108
300040.XSHE,300040.SZ,300040,九洲集团,JZJT,创业板,20100108
300041.XSHE,300041.SZ,300041,回天新材,HTXC,创业板,20100108
300042.XSHE,300042.SZ,300042,朗科科技,LKKJ,创业板,20100108
300043.XSHE,300043.SZ,300043,星辉娱乐,XHYL,创业板,20100120
300044.XSHE,300044.SZ,300044,*ST赛为,STSW,创业板,20100120
300045.XSHE,300045.SZ,300045,华力创通,HLCT,创业板,20100120
300046.XSHE,300046.SZ,300046,台基股份,TJGF,创业板,20100120
300047.XSHE,300047.SZ,300047,天源迪科,TYDK,创业板,20100120
300048.XSHE,300048.SZ,300048,合康新能,HKXN,创业板,20100120
300049.XSHE,300049.SZ,300049,福瑞医科,FRYK,创业板,20100120
300050.XSHE,300050.SZ,300050,世纪鼎利,SJDL,创业板,20100120
300051.XSHE,300051.SZ,300051,琏升科技,LSKJ,创业板,20100211
300052.XSHE,300052.SZ,300052,中青宝,ZQB,创业板,20100211
300053.XSHE,300053.SZ,300053,航宇微,HYW,创业板,20100211
300054.XSHE,300054.SZ,300054,鼎龙股份,DLGF,创业板,20100211
300055.XSHE,300055.SZ,300055,万邦达,WBD,创业板,20100226
300056.XSHE,300056.SZ,300056,中创环保,ZCHB,创业板,20100226
300057.XSHE,300057.SZ,300057,万顺新材,WSXC,创业板,20100226
300058.XSHE,300058.SZ,300058,蓝色光标,LSGB,创业板,20100226
300059.XSHE,300059.SZ,300059,东方财富,DFCF,创业板,20100319
300061.XSHE,300061.SZ,300061,旗天科技,QTKJ,创业板,20100319
300062.XSHE,300062.SZ,300062,中能电气,ZNDQ,创业板,20100319
300063.XSHE,300063.SZ,300063,天龙集团,TLJT,创业板,20100326
300065.XSHE,300065.SZ,300065,海兰信,HLX,创业板,20100326
300066.XSHE,300066.SZ,300066,三川智慧,SCZH,创业板,20100326
300067.XSHE,300067.SZ,300067,安诺其,ANQ,创业板,20100421
300068.XSHE,300068.SZ,300068,ST南都,STND,创业板,20100421
300069.XSHE,300069.SZ,300069,金利华电,JLHD,创业板,20100421
300070.XSHE,300070.SZ,300070,碧水源,BSY,创业板,20100421
300071.XSHE,300071.SZ,300071,福石控股,FSKG,创业板,20100421
300072.XSHE,300072.SZ,300072,海新能科,HXNK,创业板,20100427
300073.XSHE,300073.SZ,300073,当升科技,DSKJ,创业板,20100427
300074.XSHE,300074.SZ,300074,华平股份,HPGF,创业板,20100427
300075.XSHE,300075.SZ,300075,数字政通,SZZT,创业板,20100427
300076.XSHE,300076.SZ,300076,*ST宁视,STNS,创业板,20100430
300077.XSHE,300077.SZ,300077,国民技术,GMJS,创业板,20100430
300078.XSHE,300078.SZ,300078,思创智联,SCZL,创业板,20100430
300079.XSHE,300079.SZ,300079,数码视讯,SMSX,创业板,20100430
300080.XSHE,300080.SZ,300080,易成新能,YCXN,创业板,20100625
300081.XSHE,300081.SZ,300081,ST恒信,STHX,创业板,20100520
300082.XSHE,300082.SZ,300082,奥克股份,AKGF,创业板,20100520
300083.XSHE,300083.SZ,300083,创世纪,CSJ,创业板,20100520
300084.XSHE,300084.SZ,300084,海默科技,HMKJ,创业板,20100520
300085.XSHE,300085.SZ,300085,银之杰,YZJ,创业板,20100526
300086.XSHE,300086.SZ,300086,康芝药业,KZYY,创业板,20100526
300087.XSHE,300087.SZ,300087,荃银高科,QYGK,创业板,20100526
300088.XSHE,300088.SZ,300088,长信科技,ZXKJ,创业板,20100526
300091.XSHE,300091.SZ,300091,*ST金灵,STJL,创业板,20100625
300092.XSHE,300092.SZ,300092,科新机电,KXJD,创业板,20100708
300093.XSHE,300093.SZ,300093,*ST金刚,STJG,创业板,20100708
300094.XSHE,300094.SZ,300094,国联水产,GLSC,创业板,20100708
300095.XSHE,300095.SZ,300095,华伍股份,HWGF,创业板,20100728
300096.XSHE,300096.SZ,300096,ST易联众,STYLZ,创业板,20100728
300097.XSHE,300097.SZ,300097,智云股份,ZYGF,创业板,20100728
300098.XSHE,300098.SZ,300098,高新兴,GXX,创业板,20100728
300099.XSHE,300099.SZ,300099,尤洛卡,YLK,创业板,20100806
300100.XSHE,300100.SZ,300100,双林股份,SLGF,创业板,20100806
300101.XSHE,300101.SZ,300101,振芯科技,ZXKJ,创业板,20100806
300102.XSHE,300102.SZ,300102,乾照光电,QZGD,创业板,20100812
300103.XSHE,300103.SZ,300103,达刚控股,DGKG,创业板,20100812
300105.XSHE,300105.SZ,300105,龙源技术,LYJS,创业板,20100820
300106.XSHE,300106.SZ,300106,西部牧业,XBMY,创业板,20100820
300107.XSHE,300107.SZ,300107,建新股份,JXGF,创业板,20100820
300109.XSHE,300109.SZ,300109,新开源,XKY,创业板,20100825
300110.XSHE,300110.SZ,300110,华仁药业,HRYY,创业板,20100825
300111.XSHE,300111.SZ,300111,向日葵,XRK,创业板,20100827
300112.XSHE,300112.SZ,300112,万讯自控,WXZK,创业板,20100827
300113.XSHE,300113.SZ,300113,顺网科技,SWKJ,创业板,20100827
300115.XSHE,300115.SZ,300115,长盈精密,ZYJM,创业板,20100902
300118.XSHE,300118.SZ,300118,东方日升,DFRS,创业板,20100902
300119.XSHE,300119.SZ,300119,瑞普生物,RPSW,创业板,20100917
300120.XSHE,300120.SZ,300120,经纬辉开,JWHK,创业板,20100917
300121.XSHE,300121.SZ,300121,阳谷华泰,YGHT,创业板,20100917
300122.XSHE,300122.SZ,300122,智飞生物,ZFSW,创业板,20100928
300123.XSHE,300123.SZ,300123,ST亚光,STYG,创业板,20100928
300124.XSHE,300124.SZ,300124,汇川技术,HCJS,创业板,20100928
300125.XSHE,300125.SZ,300125,*ST聆达,STLD,创业板,20101013
300126.XSHE,300126.SZ,300126,锐奇股份,RQGF,创业板,20101013
300127.XSHE,300127.SZ,300127,银河磁体,YHCT,创业板,20101013
300128.XSHE,300128.SZ,300128,锦富技术,JFJS,创业板,20101013
300129.XSHE,300129.SZ,300129,泰胜风能,TSFN,创业板,20101019
300130.XSHE,300130.SZ,300130,新国都,XGD,创业板,20101019
300131.XSHE,300131.SZ,300131,英唐智控,YTZK,创业板,20101019
300132.XSHE,300132.SZ,300132,青松股份,QSGF,创业板,20101026
300133.XSHE,300133.SZ,300133,华策影视,HCYS,创业板,20101026
300134.XSHE,300134.SZ,300134,大富科技,DFKJ,创业板,20101026
300135.XSHE,300135.SZ,300135,宝利国际,BLGJ,创业板,20101026
300136.XSHE,300136.SZ,300136,信维通信,XWTX,创业板,20101105
300137.XSHE,300137.SZ,300137,先河环保,XHHB,创业板,20101105
300138.XSHE,300138.SZ,300138,晨光生物,CGSW,创业板,20101105
300139.XSHE,300139.SZ,300139,晓程科技,XCKJ,创业板,20101112
300140.XSHE,300140.SZ,300140,节能环境,JNHJ,创业板,20101112
300141.XSHE,300141.SZ,300141,和顺电气,HSDQ,创业板,20101112
300142.XSHE,300142.SZ,300142,沃森生物,WSSW,创业板,20101112
300143.XSHE,300143.SZ,300143,盈康生命,YKSM,创业板,20101209
300144.XSHE,300144.SZ,300144,宋城演艺,SCYY,创业板,20101209
300145.XSHE,300145.SZ,300145,南方泵业,NFBY,创业板,20101209
300146.XSHE,300146.SZ,300146,汤臣倍健,TCBJ,创业板,20101215
300147.XSHE,300147.SZ,300147,*ST香雪,STXX,创业板,20101215
300148.XSHE,300148.SZ,300148,天舟文化,TZWH,创业板,20101215
300149.XSHE,300149.SZ,300149,睿智医药,RZYY,创业板,20101222
300150.XSHE,300150.SZ,300150,世纪瑞尔,SJRE,创业板,20101222
300151.XSHE,300151.SZ,300151,昌红科技,CHKJ,创业板,20101222
300152.XSHE,300152.SZ,300152,*ST动力,STDL,创业板,20101229
300153.XSHE,300153.SZ,300153,科泰电源,KTDY,创业板,20101229
300154.XSHE,300154.SZ,300154,瑞凌股份,RLGF,创业板,20101229
300155.XSHE,300155.SZ,300155,安居宝,AJB,创业板,20110107
300157.XSHE,300157.SZ,300157,新锦动力,XJDL,创业板,20110107
300158.XSHE,300158.SZ,300158,振东制药,ZDZY,创业板,20110107
300159.XSHE,300159.SZ,300159,*ST新研,STXY,创业板,20110107
300160.XSHE,300160.SZ,300160,秀强股份,XQGF,创业板,20110113
300161.XSHE,300161.SZ,300161,华中数控,HZSK,创业板,20110113
300162.XSHE,300162.SZ,300162,雷曼光电,LMGD,创业板,20110113
300163.XSHE,300163.SZ,300163,先锋新材,XFXC,创业板,20110113
300164.XSHE,300164.SZ,300164,通源石油,TYSY,创业板,20110113
300165.XSHE,300165.SZ,300165,天瑞仪器,TRYQ,创业板,20110125
300166.XSHE,300166.SZ,300166,东方国信,DFGX,创业板,20110125
300167.XSHE,300167.SZ,300167,ST迪威迅,STDWX,创业板,20110125
300168.XSHE,300168.SZ,300168,万达信息,WDXX,创业板,20110125
300169.XSHE,300169.SZ,300169,天晟新材,TCXC,创业板,20110125
300170.XSHE,300170.SZ,300170,汉得信息,HDXX,创业板,20110201
300171.XSHE,300171.SZ,300171,东富龙,DFL,创业板,20110201
300172.XSHE,300172.SZ,300172,中电环保,ZDHB,创业板,20110201
300173.XSHE,300173.SZ,300173,ST福能,STFN,创业板,20110201
300174.XSHE,300174.SZ,300174,元力股份,YLGF,创业板,20110201
300175.XSHE,300175.SZ,300175,ST朗源,STLY,创业板,20110215
300176.XSHE,300176.SZ,300176,鸿特科技,HTKJ,创业板,20110215
300177.XSHE,300177.SZ,300177,中海达,ZHD,创业板,20110215
300179.XSHE,300179.SZ,300179,四方达,SFD,创业板,20110215
300180.XSHE,300180.SZ,300180,华峰超纤,HFCX,创业板,20110222
300181.XSHE,300181.SZ,300181,佐力药业,ZLYY,创业板,20110222
300182.XSHE,300182.SZ,300182,捷成股份,JCGF,创业板,20110222
300183.XSHE,300183.SZ,300183,东软载波,DRZB,创业板,20110222
300184.XSHE,300184.SZ,300184,力源信息,LYXX,创业板,20110222
300185.XSHE,300185.SZ,300185,通裕重工,TYZG,创业板,20110308
300187.XSHE,300187.SZ,300187,永清环保,YQHB,创业板,20110308
300188.XSHE,300188.SZ,300188,国投智能,GTZN,创业板,20110316
300189.XSHE,300189.SZ,300189,神农种业,SNZY,创业板,20110316
300190.XSHE,300190.SZ,300190,维尔利,WEL,创业板,20110316
300191.XSHE,300191.SZ,300191,潜能恒信,QNHX,创业板,20110316
300192.XSHE,300192.SZ,300192,科德教育,KDJY,创业板,20110322
300193.XSHE,300193.SZ,300193,佳士科技,JSKJ,创业板,20110322
300194.XSHE,300194.SZ,300194,福安药业,FAYY,创业板,20110322
300195.XSHE,300195.SZ,300195,长荣股份,ZRGF,创业板,20110329
300196.XSHE,300196.SZ,300196,长海股份,ZHGF,创业板,20110329
300197.XSHE,300197.SZ,300197,节能铁汉,JNTH,创业板,20110329
300198.XSHE,300198.SZ,300198,*ST纳川,STNC,创业板,20110407
300199.XSHE,300199.SZ,300199,翰宇药业,HYYY,创业板,20110407
300200.XSHE,300200.SZ,300200,高盟新材,GMXC,创业板,20110407
300201.XSHE,300201.SZ,300201,海伦哲,HLZ,创业板,20110407
300203.XSHE,300203.SZ,300203,聚光科技,JGKJ,创业板,20110415
300204.XSHE,300204.SZ,300204,舒泰神,STS,创业板,20110415
300205.XSHE,300205.SZ,300205,*ST天喻,STTY,创业板,20110421
300206.XSHE,300206.SZ,300206,理邦仪器,LBYQ,创业板,20110421
300207.XSHE,300207.SZ,300207,欣旺达,XWD,创业板,20110421
300209.XSHE,300209.SZ,300209,行云科技,XYKJ,创业板,20110426
300210.XSHE,300210.SZ,300210,森远股份,SYGF,创业板,20110426
300211.XSHE,300211.SZ,300211,*ST亿通,STYT,创业板,20110505
300212.XSHE,300212.SZ,300212,*ST易录,STYL,创业板,20110505
300213.XSHE,300213.SZ,300213,佳讯飞鸿,JXFH,创业板,20110505
300214.XSHE,300214.SZ,300214,日科化学,RKHX,创业板,20110511
300215.XSHE,300215.SZ,300215,电科院,DKY,创业板,20110511
300217.XSHE,300217.SZ,300217,东方电热,DFDR,创业板,20110518
300218.XSHE,300218.SZ,300218,安利股份,ALGF,创业板,20110518
300219.XSHE,300219.SZ,300219,鸿利智汇,HLZH,创业板,20110518
300220.XSHE,300220.SZ,300220,金运激光,JYJG,创业板,20110525
300221.XSHE,300221.SZ,300221,银禧科技,YXKJ,创业板,20110525
300222.XSHE,300222.SZ,300222,科大智能,KDZN,创业板,20110525
300223.XSHE,300223.SZ,300223,北京君正,BJJZ,创业板,20110531
300224.XSHE,300224.SZ,300224,正海磁材,ZHCC,创业板,20110531
300225.XSHE,300225.SZ,300225,*ST金泰,STJT,创业板,20110531
300226.XSHE,300226.SZ,300226,上海钢联,SHGL,创业板,20110608
300227.XSHE,300227.SZ,300227,光韵达,GYD,创业板,20110608
300228.XSHE,300228.SZ,300228,富瑞特装,FRTZ,创业板,20110608
300229.XSHE,300229.SZ,300229,拓尔思,TES,创业板,20110615
300230.XSHE,300230.SZ,300230,永利股份,YLGF,创业板,20110615
300231.XSHE,300231.SZ,300231,银信科技,YXKJ,创业板,20110615
300232.XSHE,300232.SZ,300232,洲明科技,ZMKJ,创业板,20110622
300233.XSHE,300233.SZ,300233,金城医药,JCYY,创业板,20110622
300234.XSHE,300234.SZ,300234,开尔新材,KEXC,创业板,20110622
300235.XSHE,300235.SZ,300235,方直科技,FZKJ,创业板,20110629
300236.XSHE,300236.SZ,300236,上海新阳,SHXY,创业板,20110629
300237.XSHE,300237.SZ,300237,ST美晨,STMC,创业板,20110629
300238.XSHE,300238.SZ,300238,冠昊生物,GHSW,创业板,20110706
300239.XSHE,300239.SZ,300239,东宝生物,DBSW,创业板,20110706
300240.XSHE,300240.SZ,300240,飞力达,FLD,创业板,20110706
300241.XSHE,300241.SZ,300241,瑞丰光电,RFGD,创业板,20110712
300242.XSHE,300242.SZ,300242,佳云科技,JYKJ,创业板,20110712
300243.XSHE,300243.SZ,300243,瑞丰高材,RFGC,创业板,20110712
300244.XSHE,300244.SZ,300244,迪安诊断,DAZD,创业板,20110719
300245.XSHE,300245.SZ,300245,ST天玑,STTJ,创业板,20110719
300246.XSHE,300246.SZ,300246,宝莱特,BLT,创业板,20110719
300247.XSHE,300247.SZ,300247,融捷健康,RJJK,创业板,20110729
300248.XSHE,300248.SZ,300248,新开普,XKP,创业板,20110729
300249.XSHE,300249.SZ,300249,依米康,YMK,创业板,20110803
300250.XSHE,300250.SZ,300250,初灵信息,CLXX,创业板,20110803
300251.XSHE,300251.SZ,300251,光线传媒,GXCM,创业板,20110803
300252.XSHE,300252.SZ,300252,金信诺,JXN,创业板,20110818
300253.XSHE,300253.SZ,300253,卫宁健康,WNJK,创业板,20110818
300254.XSHE,300254.SZ,300254,仟源医药,QYYY,创业板,20110819
300255.XSHE,300255.SZ,300255,常山药业,CSYY,创业板,20110819
300256.XSHE,300256.SZ,300256,星星科技,XXKJ,创业板,20110819
300257.XSHE,300257.SZ,300257,开山股份,KSGF,创业板,20110819
300258.XSHE,300258.SZ,300258,精锻科技,JDKJ,创业板,20110826
300259.XSHE,300259.SZ,300259,新天科技,XTKJ,创业板,20110831
300260.XSHE,300260.SZ,300260,新莱应材,XLYC,创业板,20110906
300261.XSHE,300261.SZ,300261,雅本化学,YBHX,创业板,20110906
300263.XSHE,300263.SZ,300263,隆华科技,LHKJ,创业板,20110916
300264.XSHE,300264.SZ,300264,佳创视讯,JCSX,创业板,20110916
300265.XSHE,300265.SZ,300265,通光线缆,TGXL,创业板,20110916
300266.XSHE,300266.SZ,300266,兴源环境,XYHJ,创业板,20110927
300267.XSHE,300267.SZ,300267,尔康制药,EKZY,创业板,20110927
300268.XSHE,300268.SZ,300268,佳沃食品,JWSP,创业板,20110927
300269.XSHE,300269.SZ,300269,联建光电,LJGD,创业板,20111012
300270.XSHE,300270.SZ,300270,中威电子,ZWDZ,创业板,20111012
300271.XSHE,300271.SZ,300271,华宇软件,HYRJ,创业板,20111026
300272.XSHE,300272.SZ,300272,开能健康,KNJK,创业板,20111102
300274.XSHE,300274.SZ,300274,阳光电源,YGDY,创业板,20111102
300275.XSHE,300275.SZ,300275,梅安森,MAS,创业板,20111102
300276.XSHE,300276.SZ,300276,三丰智能,SFZN,创业板,20111115
300277.XSHE,300277.SZ,300277,汽轮科技,QLKJ,创业板,20111123
300278.XSHE,300278.SZ,300278,华昌达,HCD,创业板,20111216
300279.XSHE,300279.SZ,300279,和晶科技,HJKJ,创业板,20111229
300281.XSHE,300281.SZ,300281,金明精机,JMJJ,创业板,20111229
300283.XSHE,300283.SZ,300283,温州宏丰,WZHF,创业板,20120110
300284.XSHE,300284.SZ,300284,苏交科,SJK,创业板,20120110
300285.XSHE,300285.SZ,300285,国瓷材料,GCCL,创业板,20120113
300286.XSHE,300286.SZ,300286,安科瑞,AKR,创业板,20120113
300287.XSHE,300287.SZ,300287,飞利信,FLX,创业板,20120201
300288.XSHE,300288.SZ,300288,朗玛信息,LMXX,创业板,20120216
300289.XSHE,300289.SZ,300289,利德曼,LDM,创业板,20120216
300290.XSHE,300290.SZ,300290,荣科科技,RKKJ,创业板,20120216
300291.XSHE,300291.SZ,300291,百纳千成,BNQC,创业板,20120209
300292.XSHE,300292.SZ,300292,吴通控股,WTKG,创业板,20120229
300293.XSHE,300293.SZ,300293,蓝英装备,LYZB,创业板,20120308
300294.XSHE,300294.SZ,300294,博雅生物,BYSW,创业板,20120308
300295.XSHE,300295.SZ,300295,*ST三六五,STSLW,创业板,20120315
300296.XSHE,300296.SZ,300296,利亚德,LYD,创业板,20120315
300298.XSHE,300298.SZ,300298,三诺生物,SNSW,创业板,20120319
300299.XSHE,300299.SZ,300299,富春股份,FCGF,创业板,20120319
300300.XSHE,300300.SZ,300300,海峡创新,HXCX,创业板,20120319
300301.XSHE,300301.SZ,300301,ST长方,STCF,创业板,20120321
300302.XSHE,300302.SZ,300302,同有科技,TYKJ,创业板,20120321
300303.XSHE,300303.SZ,300303,聚飞光电,JFGD,创业板,20120319
300304.XSHE,300304.SZ,300304,云意电气,YYDQ,创业板,20120321
300305.XSHE,300305.SZ,300305,裕兴股份,YXGF,创业板,20120329
300306.XSHE,300306.SZ,300306,远方信息,YFXX,创业板,20120329
300307.XSHE,300307.SZ,300307,慈星股份,CXGF,创业板,20120329
300308.XSHE,300308.SZ,300308,中际旭创,ZJXC,创业板,20120410
300310.XSHE,300310.SZ,300310,宜通世纪,YTSJ,创业板,20120425
300311.XSHE,300311.SZ,300311,ST任子行,STRZX,创业板,20120425
300313.XSHE,300313.SZ,300313,*ST天山,STTS,创业板,20120425
300314.XSHE,300314.SZ,300314,戴维医疗,DWYL,创业板,20120508
300315.XSHE,300315.SZ,300315,掌趣科技,ZQKJ,创业板,20120511
300316.XSHE,300316.SZ,300316,晶盛机电,JSJD,创业板,20120511
300317.XSHE,300317.SZ,300317,珈伟新能,JWXN,创业板,20120511
300318.XSHE,300318.SZ,300318,博晖创新,BHCX,创业板,20120523
300319.XSHE,300319.SZ,300319,麦捷科技,MJKJ,创业板,20120523
300320.XSHE,300320.SZ,300320,海达股份,HDGF,创业板,20120601
300321.XSHE,300321.SZ,300321,同大股份,TDGF,创业板,20120523
300322.XSHE,300322.SZ,300322,硕贝德,SBD,创业板,20120608
300323.XSHE,300323.SZ,300323,华灿光电,HCGD,创业板,20120601
300324.XSHE,300324.SZ,300324,旋极信息,XJXX,创业板,20120608
300326.XSHE,300326.SZ,300326,ST凯利,STKL,创业板,20120613
300327.XSHE,300327.SZ,300327,中颖电子,ZYDZ,创业板,20120613
300328.XSHE,300328.SZ,300328,宜安科技,YAKJ,创业板,20120619
300329.XSHE,300329.SZ,300329,海伦钢琴,HLGQ,创业板,20120619
300331.XSHE,300331.SZ,300331,苏大维格,SDWG,创业板,20120628
300332.XSHE,300332.SZ,300332,天壕能源,THNY,创业板,20120628
300333.XSHE,300333.SZ,300333,兆日科技,ZRKJ,创业板,20120628
300334.XSHE,300334.SZ,300334,津膜科技,JMKJ,创业板,20120705
300335.XSHE,300335.SZ,300335,迪森股份,DSGF,创业板,20120710
300337.XSHE,300337.SZ,300337,银邦股份,YBGF,创业板,20120718
300338.XSHE,300338.SZ,300338,*ST开元,STKY,创业板,20120726
300339.XSHE,300339.SZ,300339,润和软件,RHRJ,创业板,20120718
300340.XSHE,300340.SZ,300340,科恒股份,KHGF,创业板,20120726
300341.XSHE,300341.SZ,300341,麦克奥迪,MKAD,创业板,20120726
300342.XSHE,300342.SZ,300342,天银机电,TYJD,创业板,20120726
300343.XSHE,300343.SZ,300343,ST联创,STLC,创业板,20120801
300345.XSHE,300345.SZ,300345,华民股份,HMGF,创业板,20120801
300346.XSHE,300346.SZ,300346,南大光电,NDGD,创业板,20120807
300347.XSHE,300347.SZ,300347,泰格医药,TGYY,创业板,20120817
300348.XSHE,300348.SZ,300348,长亮科技,ZLKJ,创业板,20120817
300349.XSHE,300349.SZ,300349,金卡智能,JKZN,创业板,20120817
300350.XSHE,300350.SZ,300350,华鹏飞,HPF,创业板,20120821
300351.XSHE,300351.SZ,300351,永贵电器,YGDQ,创业板,20120920
300352.XSHE,300352.SZ,300352,ST信源,STXY,创业板,20120912
300353.XSHE,300353.SZ,300353,东土科技,DTKJ,创业板,20120927
300354.XSHE,300354.SZ,300354,东华测试,DHCS,创业板,20120920
300355.XSHE,300355.SZ,300355,蒙草生态,MCST,创业板,20120927
300357.XSHE,300357.SZ,300357,我武生物,WWSW,创业板,20140121
300358.XSHE,300358.SZ,300358,楚天科技,CTKJ,创业板,20140121
300359.XSHE,300359.SZ,300359,全通教育,QTJY,创业板,20140121
300360.XSHE,300360.SZ,300360,炬华科技,JHKJ,创业板,20140121
300363.XSHE,300363.SZ,300363,博腾股份,BTGF,创业板,20140129
300364.XSHE,300364.SZ,300364,中文在线,ZWZX,创业板,20150121
300365.XSHE,300365.SZ,300365,恒华科技,HHKJ,创业板,20140123
300366.XSHE,300366.SZ,300366,ST创意,STCY,创业板,20140127
300368.XSHE,300368.SZ,300368,汇金股份,HJGF,创业板,20140123
300369.XSHE,300369.SZ,300369,绿盟科技,LMKJ,创业板,20140129
300370.XSHE,300370.SZ,300370,安控科技,AKKJ,创业板,20140123
300371.XSHE,300371.SZ,300371,汇中股份,HZGF,创业板,20140123
300373.XSHE,300373.SZ,300373,扬杰科技,YJKJ,创业板,20140123
300374.XSHE,300374.SZ,300374,中铁装配,ZTZP,创业板,20150319
300375.XSHE,300375.SZ,300375,鹏翎股份,PLGF,创业板,20140127
300376.XSHE,300376.SZ,300376,易事特,YST,创业板,20140127
300377.XSHE,300377.SZ,300377,赢时胜,YSS,创业板,20140127
300378.XSHE,300378.SZ,300378,鼎捷数智,DJSZ,创业板,20140127
300380.XSHE,300380.SZ,300380,安硕信息,ASXX,创业板,20140128
300381.XSHE,300381.SZ,300381,溢多利,YDL,创业板,20140128
300382.XSHE,300382.SZ,300382,斯莱克,SLK,创业板,20140129
300383.XSHE,300383.SZ,300383,光环新网,GHXW,创业板,20140129
300384.XSHE,300384.SZ,300384,三联虹普,SLHP,创业板,20140801
300385.XSHE,300385.SZ,300385,ST雪浪,STXL,创业板,20140626
300386.XSHE,300386.SZ,300386,飞天诚信,FTCX,创业板,20140626
300387.XSHE,300387.SZ,300387,富邦科技,FBKJ,创业板,20140702
300388.XSHE,300388.SZ,300388,节能国祯,JNGZ,创业板,20140801
300389.XSHE,300389.SZ,300389,艾比森,ABS,创业板,20140801
300390.XSHE,300390.SZ,300390,天华新能,THXN,创业板,20140731
300393.XSHE,300393.SZ,300393,中来股份,ZLGF,创业板,20140912
300394.XSHE,300394.SZ,300394,天孚通信,TFTX,创业板,20150217
300395.XSHE,300395.SZ,300395,菲利华,FLH,创业板,20140910
300396.XSHE,300396.SZ,300396,ST迪瑞,STDR,创业板,20140910
300397.XSHE,300397.SZ,300397,天和防务,THFW,创业板,20140910
300398.XSHE,300398.SZ,300398,飞凯材料,FKCL,创业板,20141009
300399.XSHE,300399.SZ,300399,天利科技,TLKJ,创业板,20141009
300400.XSHE,300400.SZ,300400,劲拓股份,JTGF,创业板,20141010
